Id,front_camera,resolution_width,mobile_weight,screen_width,talk_time,touch_screen,clock_speed,ram,bluetooth,battery_power,internal_memory,primary_camera,mobile_depth,dual_sim,resolution_height,wifi,4g,3g,n_cores,screen_height,price_range
513,4,1071,197,7,17,yes,2.8,907,no,1114,9,15,0.4,no,1040,no,yes,yes,3,10,very low
514,2,503,156,8,5,yes,1.4,1338,yes,1083,49,9,0.8,yes,295,yes,yes,yes,5,16,very low
515,2,1240,98,0,12,no,1.1,1470,no,1154,5,13,0.2,yes,539,no,yes,yes,1,12,low
516,0,1605,183,2,2,no,0.8,3176,no,663,25,1,0.6,yes,82,yes,no,yes,2,6,medium
517,6,1285,173,14,17,no,2.2,316,no,1137,3,7,0.9,no,1250,no,yes,yes,5,15,very low
518,10,740,200,8,8,yes,2,3701,yes,853,3,16,0.6,no,674,no,yes,yes,2,15,high
519,12,1801,156,3,4,yes,0.5,587,no,1154,14,14,0.7,no,251,yes,yes,yes,7,8,very low
520,16,515,113,3,16,no,0.9,952,yes,768,56,20,0.1,no,418,yes,yes,yes,1,19,very low
521,10,1364,107,3,11,yes,2.5,2183,yes,1762,15,11,0.3,no,1103,no,yes,yes,8,8,medium
522,2,684,169,8,2,yes,2.9,2366,no,1170,40,5,0.4,yes,427,yes,no,yes,6,16,low
523,3,1692,199,3,11,yes,1.4,2933,no,911,14,4,0.7,yes,1563,no,no,no,4,16,high
524,14,1920,118,5,5,no,1.3,665,yes,1269,52,15,0.8,no,1597,no,no,no,2,18,low
525,0,915,164,4,7,no,0.5,3520,no,1119,23,1,0.4,yes,821,no,yes,yes,4,7,high
526,0,1813,167,15,12,no,0.5,1620,no,924,47,6,0.3,yes,108,no,yes,yes,8,17,low
527,17,1767,189,4,14,yes,1.7,3321,yes,1937,58,19,0.6,no,1728,no,no,yes,1,5,high
528,1,1809,198,3,4,yes,2.9,1180,yes,674,21,4,0.2,yes,576,yes,no,yes,3,6,very low
529,11,1637,126,1,4,no,1.1,2166,no,1330,37,20,0.7,no,1103,no,no,yes,7,10,medium
530,0,1434,114,9,7,yes,1.4,2782,yes,961,57,3,0.6,yes,291,yes,yes,yes,8,18,medium
531,0,549,102,5,2,yes,0.6,2298,yes,1694,34,7,0.3,no,377,no,yes,yes,7,17,medium
532,1,1839,195,1,11,no,0.9,552,no,1052,6,16,0.8,no,1191,yes,no,no,4,6,very low
533,0,745,167,10,5,no,1.8,1344,yes,999,27,1,0.1,yes,20,no,yes,yes,4,17,very low
534,1,1361,126,0,16,yes,1,1213,yes,1723,7,17,0.6,no,384,yes,yes,yes,3,5,low
535,2,1224,93,10,12,no,0.6,513,yes,509,9,15,0.1,yes,1137,no,yes,yes,5,19,very low
536,0,1892,136,10,20,no,2.2,3300,yes,553,18,1,0.7,yes,1287,no,yes,yes,2,12,high
537,9,1263,150,4,6,yes,1.7,1185,yes,783,27,11,0.3,yes,458,yes,yes,yes,6,15,very low
538,2,679,182,4,20,no,1.6,3094,yes,1673,42,6,0.5,no,214,no,no,no,5,12,medium
539,9,1710,129,7,14,yes,0.5,2885,yes,1197,20,10,0.1,yes,214,yes,no,yes,5,19,medium
540,1,528,196,5,17,yes,2.6,708,yes,594,27,2,0.1,no,407,yes,no,no,5,17,very low
541,5,521,92,3,17,yes,0.5,793,yes,1703,23,7,0.2,no,134,no,yes,yes,6,7,very low
542,0,605,124,7,4,no,2.5,2651,yes,569,41,1,0.3,yes,388,no,no,no,1,17,low
543,1,974,127,10,20,no,2.5,2406,no,1713,27,3,0.9,yes,729,yes,no,yes,7,13,medium
544,3,1435,151,2,9,no,1.5,911,no,1062,45,4,0.2,no,798,no,no,no,3,14,very low
545,7,1345,173,4,13,yes,2.4,1441,yes,1445,20,15,0.4,yes,1273,yes,yes,yes,7,7,low
546,4,1413,90,2,6,yes,2.9,590,yes,797,38,6,0.5,yes,763,no,no,no,4,9,very low
547,6,1724,138,11,2,yes,0.5,3378,yes,1448,45,11,0.8,yes,570,yes,yes,yes,7,13,high
548,5,855,168,11,10,yes,1.3,2790,no,1332,7,19,0.8,yes,846,no,yes,yes,7,19,medium
549,3,1037,181,5,17,yes,2.8,1861,no,1991,15,13,0.1,no,298,yes,yes,yes,1,8,low
550,1,882,191,5,19,no,0.9,311,no,1177,29,8,0.4,no,178,no,yes,yes,2,18,very low
551,5,862,118,10,9,no,1.6,3652,yes,1583,42,10,0.8,no,275,no,yes,yes,3,14,high
552,0,1416,83,5,19,no,0.8,1726,no,1002,35,4,0.5,yes,1345,yes,yes,yes,2,16,low
553,0,681,135,9,16,yes,1.7,706,yes,1067,58,0,0.5,yes,79,no,no,no,7,12,very low
554,12,1545,142,0,10,no,0.5,1078,no,1840,34,16,0.7,yes,311,no,no,no,1,8,low
555,8,1878,130,12,15,no,0.5,1742,no,1039,47,9,0.2,yes,384,no,no,yes,8,18,low
556,3,1152,131,0,4,yes,0.6,3943,no,1920,19,8,0.5,yes,670,no,yes,yes,3,13,high
557,4,1642,92,4,18,yes,1.6,3076,yes,967,25,9,0.6,no,243,yes,no,no,8,7,medium
558,1,1383,188,6,4,yes,1.5,1165,no,922,35,15,0.9,yes,1016,yes,yes,yes,7,19,very low
559,1,1126,137,1,19,no,1.4,3652,no,1712,63,12,0.5,no,747,no,no,yes,7,16,high
560,3,1564,175,8,12,no,1.2,2137,yes,1045,40,7,0.1,yes,1078,yes,yes,yes,6,11,medium
561,6,1130,184,2,13,yes,1.2,714,no,645,41,17,0.7,no,741,no,yes,yes,8,18,very low
562,0,1648,89,3,9,no,0.6,3771,yes,1425,33,2,0.5,no,396,yes,yes,yes,3,10,high
563,11,1109,114,0,9,no,0.5,2633,yes,1748,53,20,0.5,yes,718,no,yes,yes,4,16,medium
564,3,1623,90,13,18,no,2.5,921,yes,1403,62,13,0.9,yes,217,no,no,yes,4,14,very low
565,1,756,188,7,19,no,2.2,2549,no,842,7,2,0.6,no,20,yes,no,no,2,9,low
566,1,1986,181,4,15,no,0.5,3330,yes,1849,29,12,0.5,no,978,yes,no,yes,7,14,high
567,4,1790,189,3,10,yes,2.2,1133,yes,1831,55,9,1,yes,1693,no,no,no,8,14,low
568,2,1571,114,13,6,yes,0.6,468,no,1066,7,18,0.9,no,1242,no,yes,yes,7,19,very low
569,0,822,83,5,15,no,2.5,1094,yes,819,11,1,0.2,yes,438,no,yes,yes,8,10,very low
570,6,1348,105,3,12,no,0.5,673,yes,1655,4,12,0.1,yes,626,no,yes,yes,3,10,very low
571,0,1445,101,6,13,no,0.5,3941,no,1778,23,11,0.5,no,1028,no,yes,yes,6,19,high
572,4,1485,107,5,7,no,2.5,1846,yes,957,7,10,0.8,no,1201,yes,no,yes,5,12,low
573,3,1739,146,8,20,no,0.5,2600,yes,1883,10,13,0.3,no,836,no,yes,yes,6,16,high
574,12,1634,105,0,16,yes,0.8,2020,no,1536,13,20,0.3,no,22,no,no,yes,7,6,medium
575,2,1552,192,12,3,yes,0.5,2518,no,818,23,17,0.2,yes,586,no,yes,yes,5,19,medium
576,12,1459,175,9,6,yes,2.7,2803,no,1793,44,17,0.7,no,655,yes,yes,yes,5,19,high
577,1,1302,172,7,6,yes,0.5,3132,no,880,44,15,0.5,yes,436,yes,no,no,8,8,medium
578,0,910,195,5,8,yes,1.2,2577,no,1822,8,0,0.2,no,172,no,no,yes,6,9,medium
579,0,1497,94,9,12,yes,2.5,1665,no,1989,41,13,0.8,yes,1100,yes,yes,yes,3,17,medium
580,0,1684,132,9,20,yes,0.5,1658,yes,1970,15,0,1,yes,1399,yes,yes,yes,2,15,medium
581,9,1957,109,7,8,yes,2.5,1382,yes,688,40,20,0.2,no,376,no,no,no,5,12,low
582,5,1658,121,15,4,yes,2.4,1378,no,1397,3,15,0.2,yes,433,yes,yes,yes,3,18,low
583,1,607,88,10,9,no,1.3,3862,yes,781,64,7,0.2,yes,368,no,no,no,2,17,high
584,6,1025,159,10,15,no,1.6,2965,no,506,41,7,0.8,no,875,no,yes,yes,1,13,medium
585,1,882,158,1,14,yes,2.3,1724,yes,1844,51,3,0.7,yes,533,yes,no,no,8,5,low
586,0,1377,131,13,7,no,1.5,1891,yes,727,32,1,1,no,813,yes,yes,yes,7,19,low
587,0,1350,173,1,7,yes,1.7,1414,yes,880,33,2,0.7,yes,30,no,no,yes,2,12,very low
588,2,1490,134,12,18,no,0.7,2573,yes,831,62,9,0.7,no,1482,yes,yes,yes,8,16,medium
589,5,1311,137,0,2,no,0.9,1519,yes,868,5,7,0.4,no,40,yes,no,no,4,13,very low
590,1,901,107,8,4,yes,0.5,1076,yes,1359,58,3,0.5,yes,446,yes,yes,yes,6,16,very low
591,8,1796,166,10,19,no,2.4,318,yes,1242,28,9,0.2,no,315,no,no,yes,4,11,very low
592,10,1862,125,3,4,yes,1.3,1713,yes,721,16,18,0.9,yes,408,yes,no,no,1,10,low
593,0,1766,198,0,6,no,1.1,1273,yes,1142,6,0,0.5,no,739,no,yes,yes,4,19,low
594,6,1339,186,14,13,no,2.6,1086,no,1620,5,18,0.9,yes,434,no,no,yes,6,18,low
595,0,1668,145,8,7,yes,2.2,1513,no,1442,56,3,0.7,no,1626,no,yes,yes,5,11,medium
596,4,1394,166,7,19,yes,2,3892,yes,989,17,19,0.2,no,256,no,no,yes,3,18,high
597,10,508,131,3,17,yes,2.8,2992,no,1698,7,12,0.8,no,26,no,yes,yes,8,15,medium
598,5,1775,190,3,4,no,1.9,524,no,535,24,19,0.2,no,398,no,no,no,8,9,very low
599,1,1976,139,11,10,yes,0.5,2438,no,1221,28,7,0.5,no,1895,yes,yes,yes,1,13,high
600,9,599,145,5,9,no,0.6,3597,yes,539,21,14,0.1,yes,551,no,no,no,7,14,medium
601,0,772,93,6,4,yes,2.8,589,yes,674,8,0,0.2,yes,750,no,yes,yes,3,18,very low
602,1,580,197,9,4,yes,0.5,2962,no,645,41,10,1,no,327,yes,no,yes,7,12,medium
603,4,1995,88,8,4,yes,1.1,3844,no,1551,51,6,0.1,no,1738,no,no,no,5,11,high
604,0,1471,106,4,18,yes,1.8,2016,no,783,43,4,1,yes,1198,no,yes,yes,3,16,low
605,10,1029,148,0,14,no,2.1,3359,yes,848,19,18,0.8,yes,176,no,yes,yes,7,10,medium
606,0,688,170,7,11,no,2.3,3127,no,1148,58,20,0.3,yes,606,no,yes,yes,5,10,medium
607,2,1735,166,3,8,yes,0.5,2173,no,1631,13,16,0.5,no,960,no,yes,yes,2,12,medium
608,5,956,171,7,4,yes,1.9,582,yes,1029,5,8,0.2,yes,264,yes,yes,yes,5,15,very low
609,9,1702,116,0,13,yes,0.8,1400,yes,1129,21,10,0.6,yes,1128,no,yes,yes,2,11,low
610,15,1253,117,11,15,no,3,2581,yes,609,44,16,0.3,no,58,yes,yes,yes,1,15,low
611,0,791,137,4,19,no,2.8,2360,no,1644,44,0,1,no,358,no,yes,yes,8,7,medium
612,1,1787,98,10,7,yes,2.7,1524,yes,1109,39,9,0.4,yes,1391,yes,no,yes,1,15,low
613,1,1418,192,10,17,yes,0.6,1218,yes,1874,19,9,0.8,no,1238,no,no,no,2,15,low
614,0,1009,139,1,16,yes,2.2,3560,yes,633,49,1,0.1,no,529,yes,yes,yes,8,11,medium
615,1,1264,89,8,20,no,1.1,2338,yes,1652,36,5,0.7,yes,313,no,no,no,4,12,medium
616,8,1195,185,18,5,yes,0.5,1243,no,1725,52,12,1,yes,1125,yes,yes,yes,6,19,low
617,0,1551,148,1,16,no,2,1379,yes,1576,20,0,0.6,no,410,yes,yes,yes,3,17,low
618,0,1877,151,1,10,yes,2.2,3925,no,659,24,2,0.7,no,924,yes,yes,yes,8,8,high
619,0,590,101,7,3,yes,2.7,696,no,1802,10,9,0.6,yes,253,no,yes,yes,7,14,very low
620,6,907,197,8,9,no,0.5,2630,no,696,51,8,0.3,no,649,yes,no,no,3,18,low
621,0,1803,146,11,7,yes,1.7,685,yes,776,20,9,1,no,991,yes,yes,yes,4,15,very low
622,0,1177,134,3,19,no,0.6,2694,yes,1396,37,15,0.7,no,560,yes,no,no,4,18,medium
623,1,1704,198,8,4,yes,1.9,2549,no,1760,50,2,0.8,no,273,no,yes,yes,1,10,medium
624,1,781,142,12,9,no,0.5,565,no,652,58,2,0.6,yes,464,yes,no,no,3,18,very low
625,1,1255,102,0,5,yes,2.7,3606,yes,721,15,18,0.2,yes,655,yes,yes,yes,5,10,high
626,2,1781,106,3,6,yes,2.9,1628,no,771,62,8,0.7,no,1709,no,no,no,1,9,low
627,7,627,120,1,19,no,0.5,3707,no,1714,31,10,0.4,yes,287,yes,no,no,2,5,high
628,1,778,172,7,6,no,1.6,1449,yes,1234,33,3,0.6,yes,166,yes,no,no,1,11,very low
629,1,1294,108,13,12,yes,1.6,447,no,832,34,5,0.3,yes,311,no,yes,yes,5,15,very low
630,1,1147,123,6,19,yes,1.8,1105,no,740,12,11,0.2,no,935,yes,no,no,1,7,very low
631,1,1647,112,10,19,no,0.5,3054,no,1488,39,6,0.8,no,1528,no,no,no,5,14,high
632,3,1133,100,3,2,yes,2.3,657,yes,1616,52,8,0.1,yes,151,no,no,yes,5,7,very low
633,13,1618,81,8,13,yes,1.9,3366,no,616,44,17,0.8,yes,651,no,yes,yes,3,18,high
634,0,1096,166,1,20,no,1.8,3673,no,843,16,6,0.1,yes,981,yes,no,yes,5,12,high
635,3,559,180,2,9,no,3,3615,yes,1335,60,4,0.8,no,83,no,no,yes,2,5,high
636,0,1079,185,4,5,yes,2.8,1857,yes,1129,49,2,0.5,yes,1070,yes,no,yes,2,8,low
637,8,1282,186,5,8,yes,1.6,2598,no,571,35,20,0.2,yes,177,no,no,yes,7,13,low
638,10,571,167,4,11,yes,0.5,737,yes,1092,11,14,0.5,yes,468,no,no,no,3,14,very low
639,4,1165,184,0,7,no,2.8,1531,no,1660,7,6,0.8,yes,76,no,no,no,1,12,low
640,3,1298,141,1,4,no,2.4,3799,no,1461,40,4,0.5,yes,1265,no,yes,yes,7,16,high
641,7,1353,81,9,9,yes,0.5,1254,yes,666,54,13,0.4,yes,58,yes,yes,yes,3,15,very low
642,11,1009,146,0,13,no,1.8,966,no,1067,14,15,0.2,yes,965,yes,no,no,1,5,very low
643,0,1143,95,8,14,no,0.5,667,yes,672,54,11,0.9,yes,578,no,no,no,4,17,very low
644,6,999,161,4,8,no,0.9,1850,yes,1139,58,11,0.5,yes,742,no,yes,yes,2,9,low
645,0,1364,118,4,2,no,2,1303,yes,574,26,2,0.5,yes,382,yes,yes,yes,6,8,very low
646,0,1733,96,3,15,no,1.4,2799,yes,720,61,8,0.6,yes,1347,yes,yes,yes,7,5,high
647,3,734,153,13,4,yes,0.5,3063,no,802,43,6,0.6,yes,527,no,no,no,5,17,medium
648,5,643,101,10,13,no,0.5,3361,no,1628,33,8,0.9,no,412,no,yes,yes,6,16,high
649,1,1382,169,7,16,no,1.4,2495,yes,1361,47,2,1,no,881,yes,no,no,5,8,medium
650,0,1609,146,6,4,yes,2,1958,yes,1263,5,3,0.4,no,954,yes,no,yes,6,9,medium
651,4,962,108,3,15,yes,2.7,424,yes,691,33,8,0.9,yes,951,yes,yes,yes,4,5,very low
652,5,1456,166,12,14,yes,1,1629,no,1656,34,7,0.1,no,880,no,yes,yes,3,15,low
653,1,1005,197,2,8,no,0.5,1973,no,1853,27,13,0.3,yes,985,yes,no,yes,6,10,medium
654,3,1980,100,2,18,no,2.3,3568,yes,1790,49,11,0.5,yes,396,yes,yes,yes,3,6,high
655,0,589,124,5,19,no,2.4,404,no,969,45,0,0.3,no,491,yes,no,yes,7,18,very low
656,6,1100,160,10,10,yes,1.6,719,yes,1454,21,10,0.2,no,186,yes,yes,yes,4,14,very low
657,3,686,111,3,19,no,0.5,3423,no,1924,63,10,0.3,no,122,no,yes,yes,2,13,high
658,3,1317,101,11,9,no,0.5,3521,yes,1546,6,4,0.2,yes,91,no,yes,yes,1,15,high
659,4,873,185,1,10,no,0.5,3105,no,1747,13,12,0.7,no,800,no,no,yes,6,7,high
660,8,742,152,6,3,no,0.5,2927,no,636,28,15,0.9,no,148,no,yes,yes,2,15,medium
661,1,1208,92,1,8,no,0.5,2736,yes,1808,31,16,0.5,yes,714,yes,no,no,2,9,high
662,1,1743,99,0,10,no,2.5,401,no,712,49,3,0.6,yes,1131,yes,no,yes,6,5,very low
663,7,734,187,1,10,no,2.8,3669,no,1673,9,10,0.1,yes,65,yes,no,yes,3,9,high
664,0,1499,181,3,7,no,1.2,978,no,1154,49,2,0.2,yes,541,yes,yes,yes,8,5,very low
665,10,829,97,6,5,yes,3,2496,no,1368,50,18,0.2,yes,698,yes,no,no,7,13,medium
666,0,519,145,7,17,no,2.3,2753,no,520,31,14,0.8,no,264,yes,yes,yes,6,13,low
667,5,1686,179,11,2,yes,0.5,3825,no,866,46,7,0.5,yes,692,yes,yes,yes,8,12,high
668,0,1976,135,1,18,yes,2.7,3930,no,1086,24,19,0.1,no,1874,yes,yes,yes,8,17,high
669,0,696,94,2,14,no,0.5,3144,yes,1988,16,1,0.1,no,153,no,yes,yes,8,16,high
670,0,1814,88,6,5,yes,2,3256,yes,1768,2,2,0.8,no,1303,no,yes,yes,7,9,high
671,1,1710,94,5,4,yes,0.5,2073,no,1600,16,16,0.3,no,1315,no,yes,yes,4,9,medium
672,8,1162,145,1,5,no,2.5,3441,no,600,22,11,0.1,yes,207,no,yes,yes,1,19,medium
673,9,563,157,5,13,yes,1.6,3796,yes,1224,33,18,1,no,522,no,no,yes,1,10,high
674,12,1893,184,12,13,no,0.5,792,no,1763,10,19,0.2,yes,238,yes,no,yes,3,17,very low
675,6,1005,167,3,20,yes,2.5,2265,yes,1681,18,7,0.3,yes,850,yes,no,yes,1,5,medium
676,0,654,195,5,7,yes,2.7,2169,yes,708,63,7,1,yes,78,yes,yes,yes,8,6,low
677,0,1737,197,6,12,no,0.5,2060,no,1577,42,4,0.3,yes,1045,no,yes,yes,5,19,medium
678,7,730,169,10,16,yes,0.5,2190,no,659,5,10,0.3,yes,659,no,yes,yes,8,16,low
679,13,751,80,0,9,yes,2.7,2495,no,1159,28,18,0.2,no,378,yes,yes,yes,8,10,medium
680,16,1905,119,7,10,no,2.9,1798,yes,1003,16,19,0.6,no,190,no,yes,yes,8,16,low
681,13,1850,156,9,6,yes,1.4,1175,no,1448,26,16,1,yes,1792,no,no,no,3,12,low
682,3,1469,108,15,4,no,1.7,3206,yes,1369,28,18,0.6,yes,1451,no,no,no,1,16,high
683,0,874,199,13,7,no,2.3,2213,yes,617,32,20,0.5,no,768,no,no,no,7,18,low
684,0,861,119,2,9,yes,1.4,591,yes,1661,29,0,0.3,no,536,yes,no,yes,2,9,very low
685,0,1545,182,3,18,yes,0.5,619,no,1059,50,1,0.7,yes,519,yes,no,no,8,5,very low
686,1,1794,88,9,7,yes,0.9,1799,yes,583,51,2,0.9,yes,1658,no,no,no,8,16,low
687,10,1564,86,8,16,yes,0.5,2513,no,1876,40,14,0.3,no,546,no,yes,yes,6,10,high
688,3,1621,119,1,18,no,0.5,2312,no,1567,22,6,0.5,yes,545,no,no,yes,6,9,medium
689,9,1151,151,6,8,yes,1.3,3416,yes,687,50,20,0.6,no,584,no,yes,yes,4,14,high
690,2,1554,82,2,15,yes,0.6,2540,no,1444,48,17,0.5,no,1092,yes,no,yes,5,17,high
691,12,1854,81,15,3,yes,1.1,2819,no,772,39,14,0.8,yes,1314,no,no,yes,7,17,high
692,7,1158,183,11,8,no,1.8,489,no,1608,28,13,0.4,yes,1013,yes,no,no,2,15,very low
693,3,918,136,1,13,yes,0.7,2090,yes,1354,26,6,0.5,yes,297,no,yes,yes,4,5,low
694,4,892,169,1,11,yes,3,797,no,1472,20,6,0.3,no,443,no,yes,yes,2,6,very low
695,12,1234,165,7,3,yes,0.9,1086,yes,720,14,14,0.8,yes,366,no,yes,yes,4,14,very low
696,2,1438,184,0,5,yes,2.8,2938,yes,576,10,7,0.2,no,513,yes,yes,yes,5,6,medium
697,0,1805,97,0,17,no,1,2782,no,772,23,11,0.6,yes,317,no,yes,yes,7,7,medium
698,6,1575,164,0,4,no,0.5,3122,no,895,16,14,0.3,yes,126,yes,no,no,8,7,medium
699,15,1631,84,1,6,no,2.6,3965,yes,959,20,19,1,yes,561,no,no,yes,4,16,high
700,3,501,152,4,4,yes,0.5,3784,yes,1275,5,9,0.2,yes,19,no,yes,yes,1,13,high
701,2,1455,155,11,8,no,2.5,568,yes,1447,9,16,0.2,yes,737,no,no,no,8,12,very low
702,3,1947,185,8,8,yes,2.6,2528,no,667,8,7,0.8,yes,1015,no,no,no,1,11,medium
703,6,1798,126,16,16,yes,3,3348,yes,1887,17,7,0.2,yes,1172,no,yes,yes,8,18,high
704,5,1633,172,9,17,yes,0.5,1612,yes,1826,49,6,0.6,yes,973,no,yes,yes,8,17,medium
705,0,1579,101,5,11,yes,1.8,315,no,1130,27,8,0.9,yes,1495,no,no,yes,1,14,very low
706,1,786,141,12,16,no,1.4,3556,no,1814,9,2,0.4,yes,756,no,yes,yes,2,18,high
707,1,1462,199,0,6,no,0.5,3615,no,894,50,14,0.5,yes,1285,yes,yes,yes,3,13,high
708,7,719,199,7,9,no,0.5,2073,yes,1382,13,18,0.3,no,612,yes,yes,yes,2,16,low
709,7,1104,105,5,20,no,0.5,1587,yes,1456,7,12,0.4,yes,823,yes,no,yes,5,6,low
710,9,1817,109,0,13,no,0.5,3124,yes,648,54,20,0.4,yes,1153,no,yes,yes,5,5,high
711,0,1639,106,1,6,no,2.3,1113,yes,993,16,13,0.4,yes,424,yes,no,no,7,14,very low
712,7,986,138,17,19,no,0.5,2563,no,1182,8,16,0.5,no,275,no,yes,yes,8,19,medium
713,6,768,84,4,14,no,0.5,2563,no,1487,57,12,0.7,no,140,no,yes,yes,3,18,medium
714,2,772,194,13,15,yes,0.5,1947,no,1375,35,3,0.1,yes,227,yes,yes,yes,2,15,low
715,0,1655,135,1,11,no,2.5,3406,no,1358,20,0,0.6,yes,1485,yes,no,no,7,5,high
716,8,1919,91,6,5,yes,2.1,3142,yes,1829,59,15,0.1,no,1457,yes,no,yes,5,16,high
717,5,1546,189,11,18,no,0.7,1836,yes,1994,5,7,0.4,no,86,no,no,yes,2,12,medium
718,4,1161,91,8,6,yes,2.5,3969,no,788,57,12,0.9,yes,42,yes,yes,yes,8,12,high
719,1,1337,109,8,2,no,0.8,864,yes,1661,6,2,1,yes,594,yes,yes,yes,7,9,low
720,11,722,154,3,19,no,0.7,1370,no,1793,27,13,0.4,yes,586,yes,no,yes,5,16,low
721,7,1802,134,6,15,no,1.2,422,yes,772,8,8,0.6,yes,552,no,yes,yes,7,7,very low
722,8,1581,170,7,20,yes,1.3,2832,yes,860,40,13,0.7,yes,1573,yes,yes,yes,3,13,medium
723,0,1891,192,9,12,no,0.5,3762,no,808,8,1,0.1,yes,618,yes,no,yes,4,15,high
724,7,775,178,4,4,no,0.5,2195,yes,1749,49,8,0.8,yes,470,yes,yes,yes,1,5,medium
725,10,1301,169,3,5,yes,0.7,337,yes,1640,21,14,0.8,no,589,no,yes,yes,7,16,very low
726,0,1972,148,10,6,no,0.5,3644,no,1476,43,2,0.7,no,1789,yes,yes,yes,2,15,high
727,5,1633,105,2,7,no,2.5,1150,yes,1279,7,6,0.5,no,560,no,yes,yes,6,7,low
728,0,1191,198,1,17,yes,0.8,2337,no,1082,38,5,0.1,no,986,yes,no,no,8,6,medium
729,4,1359,190,11,12,yes,2.2,3557,no,742,56,14,0.2,yes,577,yes,no,no,7,16,high
730,2,673,127,3,14,no,1,3800,yes,1373,50,12,0.2,yes,105,no,no,yes,7,8,high
731,0,1272,124,1,4,yes,0.9,490,no,1296,14,3,0.5,yes,811,yes,yes,yes,5,7,very low
732,0,829,127,4,4,no,0.5,2319,yes,807,37,0,0.2,yes,245,no,no,no,4,5,low
733,11,1377,94,8,9,no,1.8,1511,yes,1991,9,12,0.7,no,751,no,no,no,3,17,low
734,6,1231,168,3,2,yes,1.2,1459,yes,1680,37,7,0.7,yes,679,no,yes,yes,4,15,low
735,5,1933,92,1,7,yes,0.7,1329,yes,1497,32,9,0.7,no,1920,no,no,yes,3,6,medium
736,0,1169,126,4,14,no,1.3,3336,no,1161,21,12,0.6,yes,308,yes,yes,yes,8,6,high
737,1,542,173,6,6,no,2.9,3248,yes,1083,39,2,1,yes,523,yes,yes,yes,8,8,medium
738,7,1882,117,10,11,no,1,3362,yes,1830,47,11,0.3,no,1191,no,yes,yes,1,13,high
739,7,1159,82,4,20,yes,0.8,2666,no,502,52,8,1,no,281,no,no,yes,6,5,medium
740,1,806,101,9,17,yes,2.9,2066,no,1763,53,20,0.2,yes,138,yes,yes,yes,4,12,low
741,11,743,113,8,20,yes,2,3579,no,1882,44,19,0.8,no,4,no,yes,yes,8,19,high
742,6,676,123,5,9,yes,2.2,988,yes,1230,26,7,0.8,yes,416,yes,no,no,5,11,very low
743,0,1452,131,6,19,yes,0.5,616,no,545,11,1,0.3,no,381,yes,yes,yes,3,15,very low
744,0,1510,189,16,9,no,2.6,2523,yes,775,30,10,0.4,no,561,yes,no,yes,7,17,medium
745,3,1520,162,3,15,yes,2.7,1377,no,1986,64,20,0.2,yes,236,yes,yes,yes,4,5,low
746,0,721,147,9,2,yes,0.5,1122,yes,914,26,0,0.7,no,706,yes,yes,yes,4,12,very low
747,11,882,80,12,2,yes,1.6,2372,no,1970,58,19,0.3,yes,654,no,yes,yes,8,14,medium
748,1,1806,87,1,10,no,0.5,3235,no,1640,36,11,0.9,yes,664,yes,yes,yes,8,6,high
749,1,1219,161,8,11,no,1.2,1832,no,1614,9,2,0.1,no,173,no,yes,yes,3,15,low
750,0,1364,169,11,16,yes,2.3,1938,no,1560,22,1,0.8,no,745,yes,yes,yes,7,15,medium
751,15,1376,197,8,18,no,2.5,2171,no,794,14,19,0.6,yes,312,yes,no,no,3,19,low
752,11,711,169,5,5,yes,1.7,1687,no,1469,44,14,0.5,yes,484,yes,yes,yes,2,15,low
753,7,638,80,6,7,no,0.5,3887,yes,1166,59,11,0.5,no,437,yes,no,yes,1,8,high
754,5,1078,115,7,5,yes,2.1,785,no,920,25,14,0.4,yes,209,yes,no,no,7,10,very low
755,13,512,87,16,18,no,2.8,3411,yes,1314,5,18,1,yes,82,no,yes,yes,4,17,high
756,0,1484,142,4,10,yes,1.5,1713,yes,1579,27,18,0.2,no,831,yes,no,yes,6,16,low
757,2,1905,198,5,13,no,0.9,301,no,1631,3,12,0.1,yes,177,no,yes,yes,7,13,very low
758,3,1420,168,2,2,yes,0.5,2437,no,582,27,10,0.2,yes,985,yes,no,yes,3,19,medium
759,1,989,97,12,12,no,0.6,2107,yes,635,50,13,0.3,yes,193,no,yes,yes,5,13,low
760,1,1804,106,7,6,no,1.9,1868,yes,1726,42,3,0.6,no,1221,no,yes,yes,5,16,medium
761,4,1062,118,9,2,no,2.7,1862,no,1602,46,5,0.6,no,273,yes,yes,yes,1,16,low
762,10,1378,148,8,12,yes,2.5,3964,no,864,24,15,0.7,no,1362,no,yes,yes,4,13,high
763,3,817,124,0,11,no,0.5,1345,no,1062,39,4,0.9,no,571,yes,yes,yes,4,16,very low
764,1,616,147,0,5,no,1.8,398,no,1218,14,4,0.5,yes,229,no,yes,yes,3,17,very low
765,12,1949,113,14,14,no,0.5,445,yes,1271,32,15,0.1,no,1350,yes,no,no,7,15,very low
766,4,642,176,2,10,yes,2.9,299,no,1367,56,6,0.8,no,36,no,no,no,2,6,very low
767,2,1543,110,1,16,yes,1.9,1717,no,1918,10,10,0.6,no,1170,yes,no,yes,5,7,medium
768,10,621,152,6,7,yes,1.5,2981,yes,961,51,16,0.3,yes,554,yes,no,yes,6,15,medium
769,0,1331,196,1,8,yes,1.3,3073,yes,959,36,14,0.4,yes,1313,yes,no,yes,5,19,high
